"Article","Year","Stem"
"Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments",2015,"affective st"
"Understanding Students’ Use of Code-Switching in a Learning by Teaching Technology",2015,"teachable ag"
"Improving Learning Maps Using an Adaptive Testing System: PLACEments",2015,"learning map"
"Domain Module Building From Textbooks: Integrating Automatic Exercise Generation",2015,"domain modul"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"outer loop"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"cohes"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"tutor"
"Predicting Students’ Emotions Using Machine Learning Techniques",2015,"maximum entropi"
"Using Artificial Neural Networks to Identify Learning Styles",2015,"artificial neural network"
"Measuring Argumentation Skills with Game-Based Assessments: Evidence for Incremental Validity and Learning",2015,"game-based assess"
"Student Performance Prediction Using Collaborative Filtering Methods",2015,"student perform"
"Transfer Learning for Predictive Models in Massive Open Online Courses",2015,"importance sampl"
"Steps Towards the Gamification of Collaborative Learning Scenarios Supported by Ontologies",2015,"ontolog"
"Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task",2015,"exploratory learning environ"
"Adaptive Representation of Digital Resources Search Results in Personal Learning Environment",2015,"visual represent"
"Towards Investigating Performance Differences in Clinical Reasoning in a Technology Rich Learning Environment",2015,"technology rich learning environ"
"Emotional, Epistemic, and Neutral Feedback in AutoTutor Trialogues to Improve Reading Comprehension",2015,"feedback"
"Comparison of Expert Tutors Through Syntactic Analysis of Transcripts",2015,"transcript analysi"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"instructional plan"
"Modeling Self-Efficacy Across Age Groups with Automatically Tracked Facial Expression",2015,"affect"
"Mind the Gap: Improving Gender Equity in Game-Based Learning Environments with Learning Companions",2015,"learning companion"
"How Do Learners Behave in Help-Seeking When Given a Choice?",2015,"intelligent tutoring system"
"Measuring Misconceptions Through Item Response Theory",2015,"misconcept"
"No Child Behind nor Singled out? – Adaptive Instruction Combined with Inclusive Pedagogy in Early Math Software",2015,"educational softwar"
"An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems",2015,"emot"
"Off the Beaten Path: The Impact of Adaptive Content Sequencing on Student Navigation in an Open Social Student Modeling Interface",2015,"personalized guid"
"Alleviating the Negative Effect of Up and Downvoting on Help Seeking in MOOC Discussion Forums",2015,"help seek"
"Challenges of Using Observational Data to Determine the Importance of Example Usage",2015,"student model"
"Comparing Representations for Learner Models in Interactive Simulations",2015,"educational data min"
"Clique Algorithm to Minimize Item Exposure for Uniform Test Forms Assembly",2015,"uniform tests assembl"
"Game Features and Individual Differences: Interactive Effects on Motivation and Performance",2015,"game-based learn"
"Gamification of Online Learning",2015,"gamif"
"Examining the Relationship Between Performance Feedback and Emotions in Diagnostic Reasoning: Toward a Predictive Framework for Emotional Support",2015,"emot"
"Learning, Moment-by-Moment and Over the Long Term",2015,"moment-by-moment learn"
"When Is It Helpful to Restate Student Responses Within a Tutorial Dialogue System?",2015,"tutorial dialogu"
"Quality of LOD Based Semantically Generated Questions",2015,"question gener"
"New Opportunities with Open Learner Models and Visual Learning Analytics",2015,"open learner model"
"The Relationship Between Working Memory Capacity and Students’ Behaviour in a Teachable Agent-Based Software",2015,"teachable ag"
"Lesson Discovery Support Based on Generalization of Historical Events",2015,"historical think"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"technology-enhanced train"
"Predicting Student Performance from Multiple Data Sources",2015,"computer science educ"
"Automated Generation of Self-Explanation Questions in Worked Examples in a Model-Based Tutor",2015,"self-explan"
"First Evaluation of the Physics Instantiation of a Problem-Solving-Based Online Learning Platform",2015,"problem solv"
"FARMA-ALG: An Application for Error Mediation in Computer Programming Skill Acquisition",2015,"learn computer program"
"The Role of Peer Agent’s Learning Competency in Trialogue-Based Reading Intelligent Systems",2015,"learning compet"
"Teaching a Complex Process: Insertion in Red Black Trees",2015,"computer sci"
"Learner-Adaptive Pedagogical Model in SIAL, an Open-Ended Intelligent Tutoring System for First Order Logic",2015,"intelligent tutoring system"
"Predictive Knowledge Modeling in Collaborative Inquiry Learning Scenarios",2015,"predictive model"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"assistance dilemma"
"Domain Model for Adaptive Blended Courses on Basic Programming",2015,"programming tutor"
"An Adaptive Coach for Invention Activities",2017,"invent"
"Personalized Tag-Based Knowledge Diagnosis to Predict the Quality of Answers in a Community of Learners",2017,"user/learner model"
"iSTART-ALL: Confronting Adult Low Literacy with Intelligent Tutoring for Reading Comprehension",2017,"intelligent tutoring system"
"Adapting Step Granularity in Tutorial Dialogue Based on Pretest Scores",2017,"tutorial dialogu"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"pedagogical ag"
"Automatic Extraction of AST Patterns for Debugging Student Programs",2017,"programming tutor"
"Dusting Off the Messy Middle: Assessing Students’ Inquiry Skills Through Doing and Writing",2017,"inquiry skil"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"agent"
"iSTART Therefore I Understand: But Metacognitive Supports Did not Enhance Comprehension Gains",2017,"intelligent tutoring system"
"Inducing Stealth Assessors from Game Interaction Data",2017,"game-based learning environ"
"Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies",2017,"video-based learn"
"Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills",2017,"open learner model"
"Behavioral Engagement Detection of Students in the Wild",2017,"behavioral engagement detect"
"Improving Reading Comprehension with Automatically Generated Cloze Item Practice",2017,"reading comprehens"
"Variations of Gaming Behaviors Across Populations of Students and Across Learning Environments",2017,"gaming the system"
"Identifying Productive Inquiry in Virtual Labs Using Sequence Mining",2017,"inquiry learn"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"learning companion"
"Hint Generation Under Uncertainty: The Effect of Hint Quality on Help-Seeking Behavior",2017,"intelligent tutoring system"
"Balancing Learning and Engagement in Game-Based Learning Environments with Multi-objective Reinforcement Learning",2017,"tutorial plan"
"Is More Agency Better? The Impact of Student Agency on Game-Based Learning",2017,"game-based learn"
"Can a Teachable Agent Influence How Students Respond to Competition in an Educational Game?",2017,"educational gam"
"Collaboration Improves Student Interest in Online Tutoring",2017,"affective st"
"Face Forward: Detecting Mind Wandering from Video During Narrative Film Comprehension",2017,"mind wand"
"Modeling the Incubation Effect Among Students Playing an Educational Game for Physics",2017,"incubation effect"
"Predicting Learner’s Deductive Reasoning Skills Using a Bayesian Network",2017,"intelligent tutoring system (its)"
"Group Optimization to Maximize Peer Assessment Accuracy Using Item Response Theory",2017,"peer assess"
"What Matters in Concept Mapping? Maps Learners Create or How They Create Them",2017,"concept map"
"Reliability Investigation of Automatic Assessment of Learner-Build Concept Map with Kit-Build Method by Comparing with Manual Methods",2017,"concept map assessment method"
"Characterizing Students’ Learning Behaviors Using Unsupervised Learning Methods",2017,"open-ended learning environ"
"Student Preferences for Visualising Uncertainty in Open Learner Models",2017,"uncertainti"
"Intelligent Augmented Reality Tutoring for Physical Tasks with Medical Professionals",2017,"intelligent tutoring system"
"Improving Sensor-Free Affect Detection Using Deep Learning",2017,"deep learn"
"Communication Strategies and Affective Backchannels for Conversational Agents to Enhance Learners’ Willingness to Communicate in a Second Language",2017,"willingness to communicate in l2"
"A Multi-layered Architecture for Analysis of Non-technical-Skills in Critical Situations",2017,"ill-defined domain"
"Conceptual Framework for Collaborative Educational Resources Adaptation in Virtual Learning Environments",2017,"collaborative learn"
"Minimal Meaningful Propositions Alignment in Student Response Comparisons",2017,"educational system"
"Does Adaptive Provision of Learning Activities Improve Learning in SQL-Tutor?",2017,"intelligent tutoring system"
"Constraint-Based Modelling as a Tutoring Framework for Japanese Honorifics",2017,"constraint-based model"
"Teaching iSTART to Understand Spanish",2017,"reading comprehens"
"Data-Driven Generation of Rubric Parameters from an Educational Programming Environment",2017,"program"
"Exploring Learner Model Differences Between Students",2017,"bkt"
"Investigating the Effectiveness of Menu-Based Self-explanation Prompts in a Mobile Python Tutor",2017,"mobile python tutor"
"ReaderBench Learns Dutch: Building a Comprehensive Automated Essay Scoring System for Dutch Language",2017,"automated essay scor"
"Striking a Balance: User-Experience and Performance in Computerized Game-Based Assessment",2017,"serious gam"
"Interactive Score Reporting: An AutoTutor-Based System for Teachers",2017,"intelligent tutoring system"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"call"
"Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior",2017,"collaborative intelligent tutoring system"
