"Article","Year","Author","Stem"
"Investigating swarm intelligence for performance prediction∗",2016,"al-Rifaie, M.M","education system model"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"Dillon, J","affective comput"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Chen, L","affect"
"Exploring and following students' strategies when completing their weekly tasks",2016,"McBroom, J","mining student behaviour and strategies, autograding system"
"Mining behaviours of students in autograding submission system logs",2016,"McBroom, J","assess"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"Gelman, B","comparative analysi"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"Maass, J.K","applic"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"Sahebi, S","learning analyt"
"Predicting student progress from peer-assessment data",2016,"Ashenafi, M.M","learning analyt"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"Sales, A.C","bayesian hierarchical model"
"How to judge learning on online learning minimum learning judgment system",2016,"Jo, J","data collect"
"Semi-Markov model for simulating MOOC students",2016,"Faucon, L","bayesian statist"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"Labarthe, H","mooc"
"On generalizability of MOOC models",2016,"Kidziński, Ł","bias-variance tradeoff"
"Going deeper with deep knowledge tracing",2016,"Xiong, X","data qu"
"Calibrated self-assessment",2016,"Labutov, I","assess"
"Closing the loop with quantitative cognitive task analysis",2016,"Koedinger, K.R","close-the-loop experi"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"Xue, L","argument diagram"
"Course enrollment recommender system",2016,"Bydžovská, H.","course enrollment recommender system"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"Vail, A.K","affect"
"Joint discovery of skill prerequisite graphs and student models",2016,"Chen, Y","bayesian network"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"Hao, J","collaborative problem solv"
"Web as a textbook: Curating targeted learning paths through the heterogeneous learning resources on the web",2016,"Labutov, I","web resources; optimizing learn"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"Allen, L.K","feedback"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"Lee, J.E","heatmap"
"Stimulating collaborative activity in online social learning environments with Markov decision processes",2016,"Yee-King, M","education system model"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"Crossley, S","constructed response scor"
"How good is popularity? Summary grading in crowdsourcing",2016,"Li, H","coh-metrix"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"Liu, R","kc model improv"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"Fouh, E","algorithm analysi"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"Hutt, S","attention-aware learn"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"Davis, D","learning path analysi"
"Hint availability slows completion times in summer work",2016,"Inventado, P.S","assist"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"Atapattu, T","discussion forum"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"Ng, K.H.R","affinity propag"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"Cutumisu, M","assess"
"Temporally coherent clustering of student data",2016,"Klingler, S","distance metr"
"Predicting post-test performance from online student behavior: A high school MOOC case study",2016,"Tomkins, S","high school mooc"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"Gomes, J.S","construction"
"Unsupervised classification of student dialogue acts with query-likelihood clustering",2013,"Ezen-Can, A","dialogue act model"
"Using students’ programming behavior to predict success in an introductory mathematics course",2013,"Vihavainen, A","code snapshot"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"Snow, E.L","attitud"
"A tool for speech act classification using interactive machine learning",2013,"Samei, B","interactive machine learn"
"Affective state detection in educational systems through mining multimodal data sources",2013,"Salmeron-Majadas, S","adaptive system"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"Varner, L.K","intelligent tutoring system"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"Gray, G","academic perform"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Rus, V","assess"
"Using multi-level models to assess data from an intelligent tutoring system",2013,"Weston, J.L","intelligent tutoring system"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Lan, A.S","block coordinate desc"
"Discovering student models with a clustering algorithm using problem content",2013,"Li, N","learner model"
"A comparison of model selection metrics in datashop",2013,"Stamper, J.C","aic"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"Davoodi, A","dynamic bayesian network"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Olson, R","behavior model"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"Romero, C","data min"
"Using item response theory to refine knowledge tracing",2013,"Xu, Y","higher order model"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Harpstead, E","cluster"
"Component model in discourse analysis",2013,"Li, H","coh-metrix"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Duong, H.D","educational data min"
"Gathering emotional data from multiple sources",2013,"Salmeron-Majadas, S","affective comput"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"Dee Miller, L","cluster"
"Detecting player goals from game log files",2013,"DiCerbo, K.E","detector"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Deziel, M","linear regress"
"Measuring the moment of learning with an information-theoretic approach",2013,"van de Sande, B.","data min"
