"Article","Year","Author","Stem"
"Examples and Tutored Problems: How Can Self-Explanation Make a Difference to Learning?",2013,"Amir_Shareghi_Najar","worked exampl"
"Exercise Hierarchical Feature Enhanced Knowledge Tracing",2020,"Hanshuang_Tong","knowledge trac"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"Danielle_McNamara","artificial intellig"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"Allison_L._Moore","student model"
"Explaining Errors in Predictions of At-Risk Students in Distance Learning Education",2020,"Christothea_Herodotou","learning analyt"
"ExploreIT! An Adaptive Tutor in an Informal Learning Environment",2013,"Ana_Alycia_Quintana","informal learn"
"Exploring Automatic Short Answer Grading as a Tool to Assist in Human Rating",2020,"Aubrey_Condor","assess"
"Exploring Gritty Students’ Behavior in an Intelligent Tutoring System",2018,"Beverly_Woolf","grit"
"Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game",2020,"Bruce_M._McLaren","digital learning gam"
"Exploring Learner Model Differences Between Students",2017,"Aaron_Mitchell","bkt"
"Exploring Missing Behaviors with Region-Level Interaction Network Coverage",2015,"Michael_Eagle","interaction network"
"Exploring Online Course Sociograms Using Cohesion Network Analysis",2018,"Collin_Lynch","cohesion network analysi"
"Exploring Teachable Humans and Teachable Agents: Human Strategies Versus Agent Policies and the Basis of Expertise",2019,"John_Stamper","polici"
"Exploring the Impact of a Learning Dashboard on Student Affect",2015,"Beverly_Woolf","affect"
"Exploring the Impact of Simple Explanations and Agency on Batch Deep Reinforcement Learning Induced Pedagogical Policies",2020,"Markel_Sanz_Ausin","deep reinforcement learn"
"Exploring the Meaning of Effective Exploratory Learner Behavior in Hands-on, Collaborative Projects Using Physical Computing Kits",2018,"Veronica_Cucuiat","exploratory learn"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"Adriana_de_Carvalho","educational data min"
"Exploring the Role of Perspective Taking in Educational Child-Robot Interaction",2020,"Ana_Paiva","child-robot interact"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"Gordon_McCalla","instructional plan"
"Extended Multi-document Cohesion Network Analysis Centered on Comprehension Prediction",2020,"Bogdan_Nicula","multi-document comprehension model"
"Extending Knowledge Tracing to Allow Partial Credit: Using Continuous versus Binary Nodes",2013,"Neil_Heffernan","knowledge trac"
"Eye Gaze Sequence Analysis to Model Memory in E-education",2019,"Anne_Boyer","eye-tracking studi"
"Face Forward: Detecting Mind Wandering from Video During Narrative Film Comprehension",2017,"Angela_Stewart","mind wand"
"Far from Success – Far from Feedback Acceptance? The Influence of Game Performance on Young Students’ Willingness to Accept Critical Constructive Feedback During Play",2020,"Betty_Tärning","critical constructive feedback"
"FARMA-ALG: An Application for Error Mediation in Computer Programming Skill Acquisition",2015,"Alexander_Robert_Kutzke","learn computer program"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"Danielle_McNamara","intelligent tutoring system"
"Female Robots as Role-Models? - The Influence of Robot Gender and Learning Materials on Learning Success",2018,"Anne_Pfeifer","gender"
"Field Observations of Engagement in Reasoning Mind",2013,"Jaclyn_Ocumpaugh","affect model"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"David_Arnau","affective comput"
"Finding Relevant e-Learning Materials",2019,"Blessing_Mbipom","knowledge representation and reason"
"Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning",2015,"Justine_Cassell","learning gain"
"First Evaluation of the Physics Instantiation of a Problem-Solving-Based Online Learning Platform",2015,"Ayesha_Madni","problem solv"
"Fooling Automatic Short Answer Grading Systems",2020,"Anna_Filighera","automatic short answer grad"
"Formative Feedback in Interactive Learning Environments",2013,"Ilya_M._Goldin","educational technologi"
"Fractions Lab Goes East: Learning and Interaction with an Exploratory Learning Environment in China",2018,"Jingjing_Zhang","exploratory learning environ"
"From a Customizable ITS to an Adaptive ITS",2013,"Marie_Lefevre","person"
"From Heterogeneous Multisource Traces to Perceptual-Gestural Sequences: the PeTra Treatment Approach",2015,"Ben_Manson_Toussaint","intelligent tutoring system"
"From Learning Companions to Testing Companions",2015,"Agneta_Gulz","learning-by-teach"
"Game Features and Individual Differences: Interactive Effects on Motivation and Performance",2015,"Danielle_McNamara","game-based learn"
"Game Penalties Decrease Learning and Interest",2013,"Matthew_W._Easterday","intelligent tutor"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"Birgit_Lugrin","technology-enhanced train"
"Gamification of Online Learning",2015,"Jason_J._Y._Park","gamif"
"Gamified Assessment of Collaborative Skills with Chatbots",2018,"Alina_von_Davier","game"
"Generalizability of Methods for Imputing Mathematical Skills Needed to Solve Problems from Texts",2019,"David_Deisadze","natural language process"
"Generating Game Levels to Develop Computer Science Competencies in Game-Based Learning Environments",2020,"Bradford_Mott","k-12 computer science educ"
"Group Formation for Collaborative Learning",2019,"Chinasa_Odo","systematic review"
"Group Optimization to Maximize Peer Assessment Accuracy Using Item Response Theory",2017,"Maomi_Ueno","peer assess"
"Guided Skill Practice as an Adaptive Scaffolding Strategy in Open-Ended Learning Environments",2013,"Akailah_Jenkins","open-ended learning environ"
"Helping Teachers Assist Their Students in Gamified Adaptive Educational Systems: Towards a Gamification Analytics Tool",2020,"Alan_Pedro_da_Silva","adaptive learning system"
"Helping Teachers Help Their Students: A Human-AI Hybrid Approach",2020,"Ig_Ibert_Bittencourt","pedagogical decision-mak"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Guojing_Zhou","hierarchical reinforcement learn"
"Higher Automated Learning through Principal Component Analysis and Markov Models",2013,"Alan_Carlin","hmm"
"Hint Generation Under Uncertainty: The Effect of Hint Quality on Help-Seeking Behavior",2017,"Rui_Zhi","intelligent tutoring system"
"How Do Learners Behave in Help-Seeking When Given a Choice?",2015,"Niels_Pinkwart","intelligent tutoring system"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"Bruce_M._McLaren","digital learning gam"
"How Gamification Impacts on Vocational Training Students",2018,"Miguel_García_Iruela","gamif"
"How Many Times Should a Pedagogical Agent Simulation Model Be Run?",2019,"David_Edgar_K._Lelei","simul"
"How Should Knowledge Composed of Schemas be Represented in Order to Optimize Student Model Accuracy?",2018,"Jon_Wetzel","student model"
"How Spacing and Variable Retrieval Practice Affect the Learning of Statistics Concepts",2015,"Henry_Hua","fill in the blank"
"How to Use Multiple Graphical Representations to Support Conceptual Learning? Research-Based Principles in the Fractions Tutor",2013,"Martina_Rau","multiple graphical represent"
"How to Use Simulation in the Design and Evaluation of Learning Environments with Self-directed Longer-Term Learners",2018,"David_Edgar_K._Lelei","simul"
"Human-Agent Assessment: Interaction and Sub-skills Scoring for Collaborative Problem Solving",2018,"Alina_von_Davier","collaborative problem solving (cps)"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"Adam_Lopez","epistemic network analysi"
"Identification of Effective Learning Behaviors",2013,"Ken_ichi_Fukui","learning strategi"
"Identification of Students’ Need Deficiency Through a Dialogue System",2020,"Jiefei_Liu","need defici"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"Genaro_Rebolledo_Mendez","affective st"
"Identifying Beneficial Learning Behaviors from Large-Scale Interaction Data",2020,"Lingyi_Tan","learning behavior"
"Identifying Editor Roles in Argumentative Writing from Student Revision Histories",2019,"Diane_Litman","editor rol"
"Identifying Implicit Links in CSCL Chats Using String Kernels and Neural Networks",2018,"Gabriel_Gutu_Robu","computer supported collaborative learn"
"Identifying Localization in Peer Reviews of Argument Diagrams",2013,"Diane_Litman","peer review"
"Identifying Productive Inquiry in Virtual Labs Using Sequence Mining",2017,"Deborah_Butler","inquiry learn"
"Illustrations or Graphs: Some Students Benefit from One over the Other",2013,"Diane_Litman","it"
"Impact of Adaptive Educational System Behaviour on Student Motivation",2015,"Jan_Papoušek","target item"
"Impact of Conversational Formality on the Quality and Formality of Written Summaries",2020,"Arthur_Graesser","summary writ"
"Impact of Different Pedagogical Agents’ Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor",2013,"François_Bouchet","pedagogical ag"
"Impact of Learner-Centered Affective Dynamics on Metacognitive Judgements and Performance in Advanced Learning Technologies",2018,"James_Lester","affect"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"Arthur_Graesser","agent"
"Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion",2020,"James_Lester","affect detect"
"Improving Engagement in an E-Learning Environment",2015,"Jaclyn_Ocumpaugh","blended learn"
"Improving Learning Maps Using an Adaptive Testing System: PLACEments",2015,"Neil_Heffernan","learning map"
"Improving Reading Comprehension with Automatically Generated Cloze Item Practice",2017,"Andrew_Olney","reading comprehens"
"Improving Sensor-Free Affect Detection Using Deep Learning",2017,"Anthony_F._Botelho","deep learn"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"Chul_Sung","self-attent"
"Improving Student Problem Solving in Narrative-Centered Learning Environments: a Modular Reinforcement Learning Framework",2015,"James_Lester","narrative-centered learning environ"
"Improving Students’ Problem-Solving Flexibility in Non-routine Mathematics",2020,"Bruce_M._McLaren","problem-solving flex"
"Improving the Efficiency of Automatic Knowledge Generation through Games and Simulations",2013,"Beverly_Woolf","expert knowledge bas"
"Individualized Bayesian Knowledge Tracing Models",2013,"Geoffrey_J._Gordon","bayesian knowledge trac"
"Inducing Stealth Assessors from Game Interaction Data",2017,"Bradford_Mott","game-based learning environ"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning",2013,"Cristina_Conati","student model"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"Anna_Lena_Theus","self-regulated learn"
"Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring",2015,"Arthur_Graesser","item response theori"
"Integrating Perceptual Learning with External World Knowledge in a Simulated Student",2013,"Kenneth_Koedinger","simulated stud"
"Integrating Students’ Behavioral Signals and Academic Profiles in Early Warning System",2019,"Perry_Samson","early warning system"
"Intelligent Augmented Reality Training for Assembly Tasks",2013,"Antonija_Mitrovic","augmented r"
"Intelligent Augmented Reality Tutoring for Physical Tasks with Medical Professionals",2017,"Amali_Weerasinghe","intelligent tutoring system"
"Intelligent Evaluation and Feedback in Support of a Credit-Bearing MOOC",2018,"David_Joyner","automated evalu"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Emmanuel_Johnson","negotiation train"
"Intelligent Tutoring Systems for Collaborative Learning: Enhancements to Authoring Tools",2013,"Daniel_M._Belenky","problem solv"
"Interaction Analysis in Online Maths Human Tutoring: The Case of Third Space Learning",2017,"Candida_Crawford","online tutor"
"Interactive Event: From a Virtual Village to an Open Learner Model with Next-TELL",2013,"Barbara_Wasson","interactive ev"
"Interactive Pedagogical Agents for Learning Sequence Diagrams",2020,"Charles_Thevathayan","pedagogical ag"
"Interactive Score Reporting: An AutoTutor-Based System for Teachers",2017,"Arthur_Graesser","intelligent tutoring system"
"Interpreting Freeform Equation Solving",2015,"Anna_N._Rafferty","markov decision process"
"Introducing a Framework to Assess Newly Created Questions with Natural Language Processing",2020,"Andrea_Cappelli","natural language process"
"Investigating Differential Error Types Between Human and Simulated Learners",2020,"Daniel_Weitekamp","simulated learn"
"Investigating Feedback Support to Enhance Collaboration Within Groups in Computer Supported Collaborative Learning",2018,"Adetunji_Adeniran","collaborative learn"
