"Article","Year","Stem"
"Educational Data mining with python and apache spark: A hands-on tutorial",2016,"big data"
"The impact of 151 learning designs on student satisfaction and performance: Social learning (analytics) matters",2016,"collaborative learn"
"The learning analytics readiness instrument",2016,"ethic"
"Integrating physical activity data in videogames with user-centered dashboards",2016,"activity monitors (fitbit)"
"Using Game analytics to evaluate puzzle design and level progression in a serious game",2016,"complex problem solv"
"Introduction of Learning Visualisations and Metacognitive Support in a Persuadable Open Learner Model",2016,"learning analytics for learn"
"Demonstration of the unizin sentiment visualizer",2016,"discuss"
"The Dutch xAPI experience",2016,"data silo"
"Towards automated content analysis of discussion transcripts: A cognitive presence case",2016,"community of inquiry (coi) model"
"Learning analytics in practice The effects of adaptive educational technology Snappet on students' arithmetic skills",2016,"ability level"
"Designing MOOCs for Success: A student motivation-Oriented framework",2016,"confirmatory factor analysi"
"Reviewing three case-studies of learning analytics interventions at the Open University UK",2016,"collaborative learn"
"Fostering 21st century literacies through a collaborative critical reading and learning analytics environment: Userperceived benefits and problematic",2016,"21st century skil"
"Understanding learning at a glance: An overview of learning dashboard studies",2016,"dashboard"
"What can analytics contribute to accessibility in e-learning systems and to disabled students' learning?",2016,"access"
"The connected learning analytics toolkit",2016,"dashboard"
"Ethical and privacy issues in the design of learning analytics applications",2016,"data ownership"
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016,"collaborative learn"
"Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students",2016,"collaborative writ"
"Learning analytics in a flipped University course",2016,"blended learn"
"Learning through goal setting",2016,"goal set"
"Untangling MOOC learner networks",2016,"forum"
"Towards triggering higher-order thinking behaviors in MOOCs",2016,"coding manu"
"Generating actionable predictive models of academic performance",2016,"feedback"
"Learning analytics for curriculum and program quality improvement (PCLA 2016)",2016,"acm proceed"
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016,"awar"
"Cross-LAK: Learning analytics across physical and digital spaces",2016,"integr"
"Predicting student performance on post-requisite skills using prerequisite skill data: An alternative method for refining prerequisite skill structures",2016,"learning map"
"Learning analytics for workplace and professional learning",2016,"learning analyt"
"Design and evaluation of teacher assistance tools for exploratory learning environments",2016,"exploratory learn"
"Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning",2016,"affect"
"Exploring the relation between Self-regulation, Online activities, and academic performance: A case study",2016,"higher educ"
"What and when: The role of course type and timing in students' academic performance",2016,"disciplinary field"
"Student affect during learning with a MOOC",2016,"affect"
"Critical perspectives on writing analytics",2016,"educ"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"ergm"
"Modeling common misconceptions in learning process data",2016,"additive factors model"
"Analysing engagement in an online management programme and implications for course design",2016,"analysing interaction data"
"Investigating social and semantic user roles in MOOC discussion forums",2016,"algorithm"
"Measuring financial implications of an early alert System",2016,"early alert system"
