"Article","Year","Stem"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"bayesian network"
"The complex dynamics of aggregate learning curves",2013,"aggregate learn"
"Hints: You can’t have just one",2013,"effect of help on perform"
"FlexCCT: Software for continuous CCT",2013,"cct"
"Determining problem selection for a logic proof tutor",2013,"intelligent tutor"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"automated inquiry assess"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"computer adaptive train"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"educational peer review"
"Modeling affect in student-driven learning scenarios",2013,"affect model"
"Estimating student knowledge from paired interaction data",2013,"collabor"
"Modeling student retention in an environment with delayed testing",2013,"educational data min"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"course structur"
"Using ITS generated data to predict standardized test scores",2013,"classif"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"after-school program"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"individual differ"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"automatic feedback"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"moment-by-moment learning graph"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"affect detect"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"cognitive tutor"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"game based tutor"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"affect"
"Predicting standardized test scores from cognitive tutor interactions",2013,"assess"
"Students activity visualization tool",2013,"activity visu"
"Toward predicting test score gains with online behavior data of teachers",2013,"instructional planning support"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"cognitive diagnostic model"
"Predicting player moves in an educational game: A hybrid approach",2013,"educational gam"
"Demonstration of a Moodle student monitoring web application",2013,"analysi"
"A dynamic group composition method to refine collaborative learning group formation",2013,"collaborative learn"
"Limits to accuracy: How well can we do at student modeling?",2013,"cheating experi"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"abil"
"Automatic gaze-based detection of mind wandering during reading",2013,"affect detect"
"Helping students manage personalized learning scenarios",2013,"personalized learn"
"Test-size reduction for concept estimation",2013,"adaptive and non-adaptive test"
"Mining social deliberation in online communication: If you were me and I were you",2013,"applied machine learn"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"mooc"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"complex problem solv"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"boredom"
"Data preprocessing using a priori knowledge",2013,"activity theori"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"classroom"
"Analysis of students clustering results based on Moodle log data",2013,"analysi"
"Sequences of frustration and confusion, and learning",2013,"affect"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"bayesian knowledge trac"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"assistance model"
"Predicting group programming project performance using SVN activity traces",2013,"collaborative project"
