"Article","Year","Author","Stem"
"An instructor dashboard for real-time analytics in interactive programming assignments",2017,"Diana, N.","dashboard"
"Reflective writing analytics - Empirically determined keywords of written reflection",2017,"Ullmann, T.D.","automated detection of reflect"
"Analytics meet patient manikins: Challenges in an authentic small-group healthcare simulation classroom",2017,"Martinez-Maldonado, R.","awar"
"Predicting the decrease of engagement indicators in a MOOC",2017,"Bote-Lorenzo, M.L.","engag"
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017,"Ringtved, U.","assess"
"Uncovering reviewing and reflecting behaviors from paper-based formal assessment",2017,"Hsiao, I.-H.","blended instruction class"
"How can we accelerate dissemination of knowledge and learning?: Developing an online knowledge management platform for Networked Improvement Communities",2017,"Manai, O.","behavior model"
"Buying time: Enabling learners to become earners with a real-world paid task recommender system",2017,"Chen, G.","learning analyt"
"Automating student survey reports in online education for faculty and instructional designers",2017,"Burns, S.","automated report"
"Exploring the measurement of collaborative problem solving using a human-agent educational game",2017,"Stoeffler, K.","collaborative problem solv"
"What do students want? Towards an instrument for students' evaluation of quality of learning analytics services",2017,"Whitelock-Wainwright, A.","action research"
"Expanding the scope of learning analytics data: Preliminary findings on attention and self-regulation using wearable technology",2017,"Spann, C.A.","attent"
"Unravelling the dynamics of instructional practice: A longitudinal study on learning design and vle activities",2017,"Nguyen, Q.","learning analyt"
"Cooking with learning analytics recipes",2017,"Jaakonmäki, R.","applic"
"Developing a MOOC experimentation platform: Insights from a user study",2017,"Kovanović, V.","a/b test"
"Examining motivations and self-regulated learning strategies of returning MOOCs learners",2017,"Chen, B.","cluster"
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017,"Mojarad, S.","apache spark"
"Connecting data with student support actions in a course: A hands-on tutorial",2017,"Pardo, A.","feedback"
"New features in wikiglass, a learning analytic tool for visualizing collaborative work on wikis",2017,"Hu, X.","revision network"
"Understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment",2017,"Andrade, A.","embodied cognit"
"Relevance of Learning analytics to measure and support students' learning in adaptive educational technologies",2017,"Bannert, M.","adaptive educational technolog"
"What does student writing tell us about their thinking on social justice?",2017,"Choi, H.","natural language process"
"Large scale predictive process mining and analytics of university degree course data",2017,"Schulte, J.","educational data mining, educational process visu"
"Spacle: Investigating learning across virtual and physical spaces using spatial replays",2017,"Holstein, K.","blended learn"
"FutureLearn data: What we currently have, what we are Learning and how it is demonstrating learning in MOOCs",2017,"Vigentini, L.","learning analyt"
"Sequencing content in an adaptive testing system: The role of choice",2017,"Adjei, S.A.","assist"
"Detecting changes in student behavior from clickstream data",2017,"Park, J.","change detect"
"Exploring the asymmetry of metacognition",2017,"Aghababyan, A.","achiev"
"Learning analytics in higher education - Challenges and policies: A review of eight learning analytics policies",2017,"Tsai, Y.-S.","challeng"
"Ouroboros: Early identification of at-risk students without models based on legacy data",2017,"Hlosta, M.","imbalanced data"
"Developing institutional learning analytics 'communities of transformation' to support student success",2017,"Macfadyen, L.P.","change manag"
"Understanding the relationship between technology use and cognitive presence in MOOCs",2017,"Kovanović, V.","community of inquiry model"
"Utilizing visualization and feature selection methods to identify important learning objectives in a course",2017,"Marbouti, F.","engineering educ"
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017,"Ocumpaugh, J.","college attend"
"Writing analytics literacy - Bridging from research to practice",2017,"Knight, S.","analytics for act"
"Write-and-learn: Promoting meaningful learning through concept map-based formative feedback on writing assignments",2017,"Xiong, Y.","automated formative feedback"
"Enhancing learning through virtual reality and neurofeedback: A first step",2017,"Hubbard, R.","eeg"
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017,"Cooper, A.","actionable insight"
"Transitioning self-regulated learning profiles in hypermedia-learning environments",2017,"Lau, C.","information-processing theori"
"Words matter: Automatic detection of teacher questions in live classroom discourse using linguistics, acoustics, and context",2017,"Donnelly, P.J.","automatic speech recognit"
"MORPH: Supporting the integration of learning analytics at institutional level",2017,"Jeremic, Z.","batch process"
"Students' emotional self-labels for personalized models",2017,"Aslan, S.","affective comput"
"Predicting e-textbook adoption based on event segmentation of teachers' usage",2017,"Zheng, L.","event segment"
"Beyond failure: The 2nd LAK Failathon poster",2017,"Clow, D.","analyt"
"How effective is your facilitation? Group-level analytics of MOOC forums",2017,"Poquet, O.","ergm"
"Workshop: Building the learning analytics curriculum",2017,"Lang, C.","curriculum develop"
"Put your thinking cap on: Detecting cognitive load using EEG during learning",2017,"Mills, C.","cognitive load"
"Churn prediction using dynamic RFM-augmented Node2vec",2017,"Mitrović, S.","churn prediction in telco"
"Multi-scale community detection in temporal networks using spectral graph wavelets",2017,"Kuncheva, Z.","multi-scale commun"
"Influence maximization-based event organization on social networks",2017,"Li, C.-T.","event organ"
"Co-clustering for differentially private synthetic data generation",2017,"Benkhelif, T.","co-clust"
"From self-data to self-preferences: Towards preference elicitation in personal information management systems",2017,"Allard, T.","personal information management system"
"Evaluating the impact of friends in predicting user’s availability in online social networks",2017,"De Salve, A.","availability predict"
"Guess the movie - Linking facebook pages to IMDb movies",2017,"Fornacciari, P.","data min"
"Your privacy, my privacy? On leakage risk assessment in online social networks",2017,"Pensa, R.G.","information spread"
"Learning design and feedback processes at scale: Stocktaking emergent theory and practice",2016,"Ringtved, U.","crowd-sourced learn"
"An analysis framework for collaborative problem solving in practice-based learning activities: A mixed-method approach",2016,"Cukurova, M.","analysis framework"
"Exploring the interplay between human and machine annotated multimodal learning analytics in hands-on STEM Activities",2016,"Spikol, D.","cscl"
"Teaching analytics: Towards automatic extraction of orchestration graphs using wearable sensors",2016,"Prieto, L.P.","activity detect"
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016,"Koh, E.","assess"
"Data2U: Scalable real time student feedback in active learning environments",2016,"Khan, I.","dashboard"
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016,"Shum, S.B.","educ"
