"","\v{C}ech\'{a}k__Jaroslav","Abdulmajeed__Kabir","Abu-El-Haija__Sami","AbuHashem__Abdallah_A.","Ahn__June","Akhalwaya__Ismail_Yunus","Akiri__Charankumar","Akkaraju__Harshitha","Anastopoulou__Stamatina","Anbajagane__Dhayaa","Angus__Geoffrey","Apoorv__Raghav","Aristeidou__Maria","Arriaga__Rosa","Arslan__Serhat","Asano__Yuya","Asensio-P\'{e}rez__Juan_I.","Azad__Sushmita","Bachelet__R\'{e}mi","Bae__Chan","Baek__Jineon","Baikadi__Alok","Bajwa__Ayesha","Becker__Lee","Bell__Ana","Benton__David","Beresford__Alastair_R.","Bhatt__Shreyansh","Bhavya","Bilgrien__Noah","Biswas__Sagar","Blockelet__Michel","Boesch__Chris","Bonfert-Taylor__Petra","Borneman__Elizabeth","Borrella__Inma","Bote-Lorenzo__Miguel_L.","Bouchet__Fran\c{c}ois","Boughoula__Assma","Bozkurt__Baris","Braude__Eric","Breitzman__Anthony","Bretl__Timothy","Brooks__Christopher","Brubacher__Federico","Bruechner__Dominik","Brunskill__Emma","Brusilovsky__Peter","Budden__Jill","Burd__Hannah","Byun__Jeongmin","Caballero-Caballero__Sergio","Cai__Zhiqiang","Campos__Fabio","Carlon__May","Carlon__May_Kristine_Jonson","Carmon__Colin_M.","Cha__Yeongmin","Chau__Hung","Chaudhury__Rimika","Chen__Binglin","Chen__Charles_H.","Chen__Maximillian","Chen__Sally","Chen__Youjie","Cheng__Hao-Fei","Chilana__Parmit_K.","Cho__Junghyun","Choi__Kabdo","Choi__Youngduck","Chujfi__Salim","Conde_Gafaro__Barbara","Cope__William","Corpe\~{n}o__Eduardo","Cortes-Mendez__Manoel","Cosyn__Eric","Cross__Jeffrey","Cross__Jeffrey_S.","Czerwinski__Erin","Dahiya__Akshay","Davis__Glenn","Davis__Glenn_M.","Davis__Katie","de_la_Torre__Jimmy","Derr__Tyler","Dickler__Rachel","Dimitriadis__Yannis","Ding__Xinyi","Disalvo__Betsy","Do__Chuong_B.","Dodson__Samuel","Dowell__Nia","Drury__Byron","Duncan__Alex","Edwards__Chris","Effenberger__Tom\'{a}\v{s}","Einstein__Lisa","Ekram__Al-Ahad","Er__Erkan","Everette__Tre","Evrard__August_E.","Farahani__Melika","Farhana__Effat","Fels__Sidney","Ferguson__Duncan","Ferguson__Rebecca","Finkelberg__Roy","Flores__Evelyn","Foltz__Peter_W.","Fong__Matthew","Fowler__Max","Franceschini__Andrea","Frank__Kenneth_A.","Frezzo__Dennis_C.","Fu__Siwei","G\'{o}mez-S\'{a}nchez__Eduardo","Gal__Kobi","Gattani__Neelesh","Gaved__Mark","Geigle__Chase","Gobert__Janice","Goel__Ashok","Gold__Robert","Goldfarb__Daniel","Gonda__Donn_Emmanuel","Goodell__Jim","Gorman__Andrew","Goswami__Mononito","Goudzwaard__Mike","Graesser__Arthur_C.","Graziano__Rocko","Green__Aaron","Grello__Thomas_M.","Grimaldi__Phillip","Gujrania__Swar","Guo__Philip_J.","Gustafsson__Niklas","Guth__Ondrej","Halawa__Sherif","Hamonic__Ella","Hampton__Andrew_J.","Han__Donghoon","Haniya__Samaa","Harandi__Negar_Mohaghegh","Harrak__Fatima","Harrell__D._Fox","Hartman__Kevin","Hatano__Kohei","Haynes__Carl_C.","Hecht__Brent","Heffernan__Neil","Heffernan__Neil_T.","Hellman__Scott","Hemberg__Erik","Henderson__Rachel","Heo__Jaewe","Hern\'{a}ndez_Rizzardini__Rocael","Herodotou__Christothea","Hiron__Mathias","Holmes__Wayne","Hudgins__Will","Iniesto__Francisco","Irish__India","Isbell__Charles","Jackson__Mighel","Jia__Julianna_Z.","Jiang__Liwei","Jin__Hyoungwook","Jing__Shan","Jo__Kyung_Je","Johanes__Petr","Joyner__David","Joyner__David_A.","Kantor__Avner","Karayev__Sergey","Karimi__Hamid","Karypis__George","Kaur__Prableen","Kay__Jennifer_S.","Keerativoranan__Nopphon","Kerman__Ian","Khazane__Anish","Kim__Byungsoo","Kim__Juho","Kizilcec__Ren\'{e}_F.","Klingbeil__Mandy","Kloppenberg__Jay","Ko__Amy_J.","Koedinger__Ken","Koedinger__Kenneth","Konomi__Shin'ichi","Konstan__Joseph","Kovalkov__Anastasia","Kulkarni__Chinmay","Kung__Catherine","Kurien__Toby","Kutluoglu__Gulsen","Kutnick__Denise_G.","Kuzi__Saar","Kwak__Stephanie","Kwok__William","Labhishetty__Sahiti","Lakshminarasimhan__Aishwarya","Lambe__Colin","Landay__James","Landay__James_A.","Lang__David","Larsen__Nick","Larson__Eric_C.","Law__Nancy","Lee__Changyoon","Lee__Jeonghyun","Lee__Youngnam","Lefranc__Anneli","Li__Chenglu","Li__Haiying","Li__Hong","Liang__Leming","Lingnau__Andreas","Littenberg-Tobias__Joshua","Liu__Min","Liu__Ye","Lomas__Derek","Lu__Min","Luengo__Vanda","Luo__Crystal_Jing","Lynch__Collin_F.","Lynch__Michael","Ma__Xiaojuan","MacIntyre__Blair","Mahajan__Khushhall_Chandra","Mangal__Abhishek","Manoharan__Lakshmi","Mao__Jia","Markel__Julia_M.","Martinez__Richard_Diehl","Matayoshi__Jeffrey","McKeown__Nick","McLeod__Kevin","McManus__Christine","McReynolds__Andrew_A.","Meinel__Christoph","Miller__Chris","Miller__P._Tim","Miller__Pepper","Molapo__Maletsabisa","Moodley__Chane_Simone","Moore__Steven","Morgan__Brent","Mostow__Jack","Murali__Girish","Murphy__Victoria","Murray__William","Nacu__Denise","Naderzad__Sheba_P.","Nandan__Vrinda","Nelson__Greg_L.","Ng__Shun_Geng","Nguyen__Ha","Nguyen__Huy_A.","Nkemelu__Daniel","Nolan__Tyler_J.","O'Reilly__Una-May","Oh__Alice","Oi__Misato","Okamoto__Tsuyoshi","OReilly__Una-May","Ortiz__Pablo","P\'{e}rez-Lemonche__\'{A}ngel","Padiyath__Aadarsh","Paepcke__Andreas","Pan__Zilong","Papathoma__Tina","Pardos__Zachary_A.","Park__David_S.","Park__Jungkook","Patikorn__Thanaporn","Patil__Bharat_Rahuldhev","Pei__Kevin","Pel\'{a}nek__Radek","Phillips-Gary__Zachary","Piech__Chris","Pinkard__Nichole","Pl\""{o}tz__Thomas","Polyak__Steve","Polyzou__Agoritsa","Ponce-Cueto__Eva","Price__Thomas_W.","Pritchard__David_E.","Qu__Huamin","Rafaeli__Sheizaf","Raman__Sumedha","Ramasamy__Thangamani","Reich__Justin","Renz__Jan","Rets__Irina","Ritter__Steven","Rodas__Oscar","Rohloff__Tobias","Roll__Ido","Rose__Carolyn","Rosen__Yigal","Rosenstein__Mark","Ruan__Sherry","Ruip\'{e}rez-Valiente__Jos\'{e}_A.","Rutherford__Teomara","Saavedra__Ana","Saltarelli__Andrew_J.","San__Aidan","Sauer__Dominic","Scanlon__Eileen","Schmal__Ash","Schmidt__Robert_W.","Schulz__Sandra","Schwabe__Andrew","Segal__Avi","Seo__Kyoungwon","Sestakova__Eliska","Settles__Burr","Shah__Dhawal","Sharkey__James_P.","Sharples__Mike","Sharrock__R\'{e}mi","Shen__Hao","Shimada__Atsushi","Shin__Dongmin","Shin__Hyungyu","Shvonski__Alex","Sikka__Harsh","Simmering__Vanessa","Skorepa__Evan","Soleimani__Farahnaz","Son__Jinho","Sottilare__Robert","Spittlemeister__Andrew","Sreeram__Uma","Srikanth__Deepak","Stamper__John","Starner__Thad","Staubitz__Thomas","Staudaher__Shawn","Stevens__Mitchell_L.","Stewart__John","Stoeffler__Kristin","Swenson__Michael","Tailor__Chirag","Talluri__Srinivasa_Teja","Tamura__Kaori","Tang__Jiliang","Terveen__Loren","Thakare__Suyash","Thille__Candace","Tiwari__Mo","Torphy__Kaitlin_T.","Traifeh__Hanadi","Upadhyay__Pooja","Uzun__Hasan","Vacanti__Diego","Verma__Ashank","Vogiatzis__Dimitrios","Wagner__Ellen","Wahal__Sarthak","Walker__Josh","Wang__Eric","Wang__Li","Wang__Lijia","Wang__Michael_X.","Wang__Qiaosi","Wang__Xu","Waterman__Muffie_Wiebe","Weaverdyck__Noah","West__Matthew","Wilcox__Lauren","Williams__Joseph_Jay","Willis__Angelica","Wong__Victor_Yiu_Lun","Wu__Yi-Fang_Brook","Xia__Meng","Xie__Benjamin","Xiong__Ye","Xu__Qianyao","Xue__Qiuyue","Yamada__Masanori","Yan__Lisa","Yarosh__Svetlana","Yen__Michael","Yildiz__Hilal_Seda","Yoon__Dongwook","Young__Richard","Young__William","Yu__Bowen","Yu__Renzhe","Yudelson__Michael","Yun__Hyeonggeun","Zhai__Chengxiang","Zhai__ChengXiang","Zhang__Xiong","Zhao__Haocheng","Zhao__Jian","Zhao__Jinjin","Zhu__Haiyi","Zilles__Craig","Zimmaro__Dawn"
"Czerwinski__Erin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dahiya__Akshay",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis__Glenn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis__Glenn_M.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis__Katie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de_la_Torre__Jimmy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Derr__Tyler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dickler__Rachel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimitriadis__Yannis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ding__Xinyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disalvo__Betsy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
